name,latitude,longitude,prefecture,description,url
大泉緑地,34.567592,135.527514,大阪府,大泉緑地とは、大阪府堺市にある公園・城跡の心霊スポットです。動物、少年、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=979&utm_source=mymap
マルイ病院(跡地),34.370114,135.267379,大阪府,マルイ病院(跡地)とは、大阪府泉南市にある病院の心霊スポットです。男性、動物、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1124&utm_source=mymap
ユネスコ会館,34.776209,135.291313,大阪府,ユネスコ会館とは、兵庫県芦屋市にある商業施設の心霊スポットです。正体不明、老婆、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1208&utm_source=mymap
ゼロ戦墓地,34.796854,135.335937,大阪府,ゼロ戦墓地とは、兵庫県宝塚市にある墓地・慰霊碑の心霊スポットです。老婆、老爺、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1218&utm_source=mymap
犬鳴山トンネル,34.338584,135.389316,大阪府,犬鳴山トンネルとは、大阪府泉佐野市にあるトンネルの心霊スポットです。少年、動物、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1382&utm_source=mymap
十三峠,34.63737,135.662051,大阪府,十三峠とは、大阪府八尾市にある道・峠の心霊スポットです。老爺、女性、動物の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1403&utm_source=mymap
長居公園の公衆トイレ,34.609604,135.516462,大阪府,長居公園の公衆トイレとは、大阪府大阪市にある公園・城跡の心霊スポットです。老爺、女性、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1486&utm_source=mymap
倉谷温泉,34.302059,135.350652,大阪府,倉谷温泉とは、和歌山県紀の川市にあるホテル・旅館の心霊スポットです。老婆、正体不明、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1538&utm_source=mymap
ASAHIBEER（アサヒビール）西宮工場跡地,34.737866,135.35747,大阪府,ASAHIBEER（アサヒビール）西宮工場跡地とは、兵庫県西宮市にある商業施設の心霊スポットです。正体不明、少年、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1594&utm_source=mymap
地蔵公園の霊道,34.732922,135.310474,大阪府,地蔵公園の霊道とは、兵庫県芦屋市にある公園・城跡の心霊スポットです。少年、正体不明、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1700&utm_source=mymap
甲山墓園 公衆トイレ,34.775072,135.322058,大阪府,甲山墓園 公衆トイレとは、兵庫県西宮市にある墓地・慰霊碑の心霊スポットです。女性、少年、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=1834&utm_source=mymap
三室山,34.601093,135.715164,大阪府,三室山とは、奈良県斑鳩町にある山・森の心霊スポットです。少年、老爺、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2027&utm_source=mymap
田中家,34.572703,135.647211,大阪府,田中家とは、大阪府柏原市にある住居の心霊スポットです。老爺、少女、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2055&utm_source=mymap
意岐部東の細通り,34.673819,135.606209,大阪府,意岐部東の細通りとは、大阪府東大阪市にある道・峠の心霊スポットです。男性、老爺、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2071&utm_source=mymap
枚岡公園,34.669076,135.661883,大阪府,枚岡公園とは、大阪府東大阪市にある公園・城跡の心霊スポットです。男性、老婆、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2114&utm_source=mymap
堀河ダム,34.32301,135.310169,大阪府,堀河ダムとは、大阪府泉南市にある湖（池）・ダムの心霊スポットです。女性、男性、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2468&utm_source=mymap
深田池公園,34.725758,135.25239,大阪府,深田池公園とは、兵庫県神戸市にある公園・城跡の心霊スポットです。少年、老爺、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2565&utm_source=mymap
寺ヶ池公園,34.462214,135.558255,大阪府,寺ヶ池公園とは、大阪府河内長野市にある公園・城跡の心霊スポットです。少年、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2585&utm_source=mymap
大阪湾の立ち入り禁止エリアのある人工島,34.617518,135.413663,大阪府,大阪湾の立ち入り禁止エリアのある人工島とは、大阪府大阪市にあるその他の心霊スポットです。男性、動物、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2654&utm_source=mymap
マンション某階の１号室,34.678628,135.574371,大阪府,マンション某階の１号室とは、大阪府東大阪市にある住居の心霊スポットです。老婆、男性、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2669&utm_source=mymap
久宝寺緑地,34.630673,135.577781,大阪府,久宝寺緑地とは、大阪府八尾市にある公園・城跡の心霊スポットです。老婆、少女、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2715&utm_source=mymap
八尾空港,34.597783,135.597081,大阪府,八尾空港とは、大阪府八尾市にある商業施設の心霊スポットです。少年、正体不明、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2716&utm_source=mymap
孔舎衛坂駅,34.688119,135.657731,大阪府,孔舎衛坂駅とは、大阪府東大阪市にある駅・踏切の心霊スポットです。老爺、少年、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2749&utm_source=mymap
千島公園(昭和山),34.648962,135.474184,大阪府,千島公園(昭和山)とは、大阪府大阪市にある公園・城跡の心霊スポットです。老婆、少女、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2910&utm_source=mymap
大浪橋,34.66342,135.481939,大阪府,大浪橋とは、大阪府大阪市にある橋の心霊スポットです。男性、少女、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2928&utm_source=mymap
浜寺公園,34.541784,135.439245,大阪府,浜寺公園とは、大阪府堺市にある公園・城跡の心霊スポットです。動物、少女、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2940&utm_source=mymap
大淀町営公園墓地,34.387705,135.778181,大阪府,大淀町営公園墓地とは、奈良県大淀町にある墓地・慰霊碑の心霊スポットです。女性、少年、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2949&utm_source=mymap
木戸池公園,34.510548,135.713156,大阪府,木戸池公園とは、奈良県葛城市にある公園・城跡の心霊スポットです。男性、動物、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2975&utm_source=mymap
蜻蛉池公園,34.430257,135.425398,大阪府,蜻蛉池公園とは、大阪府岸和田市にある公園・城跡の心霊スポットです。女性、正体不明、動物の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=2996&utm_source=mymap
パレ1番町,34.730821,135.375863,大阪府,パレ1番町とは、兵庫県西宮市にある商業施設の心霊スポットです。正体不明、男性、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3019&utm_source=mymap
光明池と光明池大橋,34.458944,135.484757,大阪府,光明池と光明池大橋とは、大阪府和泉市にある湖（池）・ダムの心霊スポットです。女性、老爺、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3020&utm_source=mymap
大蓮公園,34.49015,135.511662,大阪府,大蓮公園とは、大阪府堺市にある公園・城跡の心霊スポットです。老爺、動物、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3061&utm_source=mymap
安治川隧道,34.679294,135.467296,大阪府,安治川隧道とは、大阪府大阪市にあるトンネルの心霊スポットです。女性、男性、少年の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3069&utm_source=mymap
大野池,34.497463,135.456261,大阪府,大野池とは、大阪府和泉市にある湖（池）・ダムの心霊スポットです。少年、老爺、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3133&utm_source=mymap
とうかい-406高架下,34.739051,135.376888,大阪府,とうかい-406高架下とは、兵庫県西宮市にあるトンネルの心霊スポットです。男性、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3209&utm_source=mymap
水越峠と祈りの滝,34.441168,135.687665,大阪府,水越峠と祈りの滝とは、奈良県御所市にある川・滝の心霊スポットです。動物、少女、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3222&utm_source=mymap
水越トンネル,34.439899,135.692395,大阪府,水越トンネルとは、奈良県御所市にあるトンネルの心霊スポットです。老婆、男性、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3223&utm_source=mymap
永楽ダム,34.372147,135.375044,大阪府,永楽ダムとは、大阪府熊取町にある湖（池）・ダムの心霊スポットです。少女、男性、女性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3264&utm_source=mymap
生子トンネル,34.313207,135.708405,大阪府,生子トンネルとは、奈良県五條市にあるトンネルの心霊スポットです。男性、動物、老爺の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3302&utm_source=mymap
石切霊園,34.687763,135.65992,大阪府,石切霊園とは、大阪府東大阪市にある墓地・慰霊碑の心霊スポットです。女性、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3324&utm_source=mymap
黒鳥山公園,34.487324,135.44482,大阪府,黒鳥山公園とは、大阪府和泉市にある公園・城跡の心霊スポットです。正体不明、少年、男性の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3342&utm_source=mymap
満池谷墓地から続く霊道,34.750388,135.335302,大阪府,満池谷墓地から続く霊道とは、兵庫県西宮市にある墓地・慰霊碑の心霊スポットです。女性、少女、正体不明の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3393&utm_source=mymap
首洗い井戸(楠木正行公縁の井戸),34.669107,135.650393,大阪府,首洗い井戸(楠木正行公縁の井戸)とは、大阪府東大阪市にある神社・寺の心霊スポットです。男性、正体不明、少女の霊が目撃されています。,https://ghostmap.jp/spotdetail.php?spotcd=3397&utm_source=mymap
